,tweet,label,prediksi
376,"Ngatasi wilayah (kecil) jkt aja gak bisa, kok ambisi mo jadi pengelola negara.. hadeeuuhhh.. 🤪",1,positif
377,"Ini harusnya ada kompromi Bang @jansen_jsp 
Dibuka batas umur, dibuka juga threshold 20%. Lebih seru ya kan, Mas @aniesbaswedan ?",1,positif
378,Emang ada yg dilakukan @aniesbaswedan di @DKIJakarta terkait pengentasan kemiskinan...??? Omdo alias omong doaaaaang,0,negatif
379,Ga malu apa sama anak istri pak? Kerjaan nya nyampah tweet?,0,negatif
380,"Yeeeeeeeeeeee.....warga DKI memang warga DKI gak minta dua periode,mereka menghendaki beliau jadi presiden,supaya rakyat Indonesia merasakan enaknya dan adilnya dipimpin oleh pak Anies.yeeeeeeeeee....!",1,positif
381,"Kita merindukan pemimpin yg bekerja utk negara dan semua rakyat tanpa kecuali, bukan pemimpin yg bekerja karena ambisi  kekuasaan pribadi, keluarga dan kroninya dengan memelihara anjing2 yg namanya relawan2 bayaran dan meng acak2 semua aturan ketata negarawan dan konstitusi",1,positif
382,"jadi menurutmu keluargamu, tetanggamu, temanmu yang tidak memilih anies berarti orang goblok gak mampu berfikir ya ?",0,negatif
383,Ternyata sebagian besar masyarakat Jateng memilih dan Mendukung Anies Baswedan.,1,positif
384,Maksudnya apa?,0,negatif
385,Sebajingnnya keluwarga Hulk.... Gk ngebegal uang negra loh.....😂,0,negatif
386,Terus masalah buat lu?,0,negatif
387,"Lah kenapa harus marah,pak anies itu amanat nya tuntas setelah menjabat tidak asa yg menyakiti hati warga jakarta.",1,positif
388,Terus antum mo nyamain ya wan.🙈,0,negatif
389,"Welcome to Minangkabau.
Selamat kibul kibul di ranah Minang.",1,positif
390,Sosok Susi Pudjiastuti Dipercaya Dapat Dongkrak Elektabilitas Anies Baswedan: Figur yang Sesuai https://t.co/xA0PAN9vr5,1,positif
391,Heeh yo...jeneng bambang kok ra njawani blas.,0,negatif
392,"Daerah kalo ga ada sembako label capres, ga nginep di gubuk mereka , mana mau mereka pilih. Itulah yg selalu mengingatkan mereka. Darah biru mana bisa lakukan seperti JkW 9thn lalu atau 4 tahun lalu.",1,positif
393,"Masalahnya itu di yohanesnya mas😁 emang mau doi di salahin,gagal tapi ndak mau dibilang gagal🥴yg ada malah teori indahnya rangkaian kata2 😩",0,negatif
394,Wkwkwk sbg guru sy ngakak....,1,positif
395,"kelaurga yaman ya.. bapak , istri, anak, mantu ..🤭",1,positif
396,"Yang saya ingat tentang Anies adalah gubernur SARA 212 dan gagal nyapres 2024, miris",0,negatif
397,"sama kaya @aniesbaswedan
COD cuman omong doank",0,negatif
398,Isinya sindiran semua jir wkwkwkw,0,negatif
399,"Iya , tapi kalau nanti tidak di restui mayoritas rakyat dan tidak menang PKS serta koalisi puasa lagi ya..",0,negatif
400,"Saat anak pribumi ingin negara di pimpin turunan imigran.
Dasar kocak Pe Es Ka.",1,positif
401,Teruslah mghibur diri...kekalahan itu memang amat menyakitkan bro 😁😁😁,0,negatif
402,"Teruslah menghibur diri, kalah itu memang menyakitkan 😂😂",0,negatif
403,Sak karepe toh mbok menowo nyidam ora ono fraksi dem dpr RI..🤪,0,negatif
404,"90% rakyat indo kan puas dg pemerintahan ini jadi sisa 10%, nah 10% ini gak semua juga pendukung anies jd ya kecil lah.
Masa punya 90% merasa minder dan kalah sama RG.",0,negatif
405,Masa mo pilih wanita perokok si @aniesbaswedan ??,1,positif
406,Teruslah menggonggong....kalah itu memang pedih 😂😂,0,negatif
407,Yohanes ini cuma bisa bacot doang,0,negatif
408,kalau nulis buwagus...reality gak sebagus yg ditulis....bahkan bingung mau duapakan...diberitahu ahlinya ngeyel  merasa bnyk ilmu dan lbh pintar...ya wes cukuplah yaaaa,1,positif
409,"Bajingan tolol teriak BAJINGAN TOLOL, kau!!! 🤭🤭🤭🤭",0,negatif
410,Presiden YAMAN,1,positif
411,"ciri khas pengangguran , iri sama yg punya jabatan",0,negatif
412,"Tpi presiden pilih pak @aniesbaswedan kan bu,,
Soalnya hanya beliau yg minusnya paling sedikit di antara yg 2 lainnya😁",1,positif
413,"kwkwkw sampah kali bikin bau aja d tutup waring sok sokan sumber energi,  harusnya d keruk sama otaknya biar bisa mikir bukanya d tutup waring, goblok ko di piara🙄",0,negatif
414,Oyaaa?? Salam bahagia dr warga jakata..,1,positif
415,"Image Politik Identitas melekat di diri Anies Baswedan

#AniesBaswedan #AniesRadikal #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe #Trending",1,positif
416,Kalimat bagus,1,positif
417,Kenapa istri tidak pernah di bawa,0,negatif
418,Pak Anis tolong segera bikin konsep membangun negara tanpa utang itu aja,0,negatif
419,"PAN ttp pintu tp warga muhammadiah hampir semua dukung pak Anis,",0,negatif
420,"Yaiyalah ......krn ada yg sgt ketakutan jk @aniesbaswedan menang mka akn byk yg msk bui wkwkwk
#AniesPresiden",1,positif
421,yg belum usia 18+ ga boleh liat krn ada bambu lagi mesum karya imigran yaman bin toa🙄,1,positif
422,Pada takut korupsinya kebongkar. Wkwkwkwk,0,negatif
423,"one yaman bisanya ngibul, ga ngibul ga hidup dia🙄",1,positif
424,Kacau otak lu.. Anies sedang ceritakan kisah sm almarhum temannya..ente malah kemana2. Otakluhitam sesuai nama lu,0,negatif
425,Biasa itu semua calon turun lapangan mencari masalah memberikan solusi dengan janji.,0,negatif
426,"👆Definisi duit buat beli hp, bukan buat nyari ilmu, otak di dengkulnya literal",0,negatif
427,"yg ga sadar sadar tu lo giblok🤣🤣🤣🤣 air aja d suruh parkir, kali bau d tutup waring bukanya d keruk d buang sampahnya...eh lupa kan dia sampah nkri🤣🤣🤣🤣",0,negatif
428,"Dikasih tempat, dikasih modal, dicariin pembeli, dikasih bbm eeeeh tiba2 bangun",1,positif
429,Mbacotttt ente wan bahlul,0,negatif
430,"Jadi caranya gimana supaya lebih murah?

Bicara memang gampang!
@aniesbaswedan 

Seharusnya sewaktu jadi gubernur, anda buat air kran bisa diminum. Paling tidak rencana lah.",1,positif
431,Banyak bacot.seluruh Indonesia tetep Anis ga milih partai,1,positif
432,"Biarlah mereka berjuang di jalan ninjanya sendiri, jangan anda buai dgn oceh oceh okeh lagi pak …. Nanti yg dibantu malah nelayan kelas menengah lagi kayak rumah DP 0",1,positif
433,DRAKULA APBD DKI Jakarta 2017 - 2022,0,negatif
434,Perubahan nama jalan nama rmh sakit perubahan beras dibusukan kl dia nnt jd presiden jgn2 nama nusantara dieksekusi jg,0,negatif
435,Pemerataan mani,0,negatif
436,@aniesbaswedan gak malu didukung orang kayak gini?,0,negatif
437,Apa @aniesbaswedan beli aqua di XXI buat mandi dan cuci? 😂,0,negatif
438,"Salah mas. 
Ngga bertahun-tahun mas. 
Kemarin ada Gubernur @aniesbaswedan yg bisa bikin Kualitas Udara lebih baik, tapi diserang dan dicaci BuzzerRp.
Sometimes they hate the good things just for money.",0,negatif
439,"Bismillah

Kepada Yth
Bung Surya Paloh,  Anies Baswedan serta Elit Partai Koalisi Perubahan Utk Persatuan.#

Tiga Partai Koalisi Ini adlh anugerah Tuhan penuhi PT 20% utk Kawal Perubahan Bangsa.  Menunda-nunda Cawapres hanya memicu asumsi banyak masalah &amp; kurang dukungan rakyat.#",2,neutral
440,Kasihan yg wafat … 🙏🙏 fotonya fokus ke bapak ya ujung2 nya …,0,negatif
441,"Biang kegaduhan di republik ini, tak pantas didukung #save #PrabowoSubianto #roukygerung #paktelur #aniesbaswedan #GanjarPranowo",0,negatif
442,"Ga usah bnyk gaya urus nelayan. urus jamban bbrp warga aja ga bisa, ini lg mau gaya""an urus nelayan.",0,negatif
443,"Jika msh ulur wkt berarti bukan AHY. 
Jika diumumkan segera &amp; bukan AHY nanti msh sempat gabung koalisi lain.",2,neutral
444,"Gak ngaruh jokowi aja gak pernah kasih izon gereja, masak anies yg kasih izin gereja kau bilang INTOLERAN. propaganda basi.",1,positif
445,"Menyimak video ini kayaknya malah kebalik. Justru kebangkitan cina 
https://t.co/JG65EK2bGa",1,positif
446,Karya pak jokowi begitu megahnya,0,negatif
447,Begitulah kalo Ketum partainya tersandera Kasus hukum,0,negatif
448,Ini hasil persekongkolan jahat tiga Menteri endingnya karya Pak Anies Baswedan pada waktunya (JIS),1,positif
449,Ingat ok oc ingat anis,0,negatif
450,Lah bencong ngomong pd gak yg percaya kali...kayak elu nul,1,positif
451,Insyaallah nggak lah. Soalnya team yang ada dibelakang beliau juga para pakar yang berkommitmen tinggi untuk mencapai cita-cita bangsa mewujudkan keadilan sosial bagi seluruh rakyat Indonesia. Bukan sekedar teriak saya Pancasila...!,1,positif
452,"Anies Baswedan: Saya Merasakan Tingginya Antusiasme Masyarakat Minang

https://t.co/x61i4ZCrY9",1,positif
453,Yg penting pemilih PAN 70% dukung pemimpin amanah bpk Anies Baswedan,1,positif
454,"Lah elu @aniesbaswedan yg suka fitnah. Contoh, ngaku2 pembangunan jalan nasional era rejim SBY lebih panjang dr rejim Jokowi padahal sebaliknya.",0,negatif
455,Siapa ? @aniesbaswedan @RelawanAnies @JarnasABW,0,negatif
456,Klo orangya kompen sih gak masalah.. Tp klo anda.. Saya yakin omdo.. Buakakkakaka @aniesbaswedan,0,negatif
457,jangan ke Pak @jokowi  dong bukan kapasitas dia   ... coba ke Pak @aniesbaswedan  ....  😀,0,negatif
458,"Nah gitu dong. 
Orang goblok gk akan peduli tanah airnya digadaikan ke aseng ratusan tahun. 
Lebih buruk dari era kolonial ini mah.",0,negatif
459,Sabar bang arif.. Siappun wapres nya anis ttp pilihan kita.. Biarlah waktu itu datang hingga kita tau riaknya air maka kita bisa mengukur kedalamnya yg penting 3 partai ini kompak sampai pelaminan,0,negatif
460,Orang lg bermasalah lg belanja.,0,negatif
461,"Gile bener, renovasinye super cpt y 😂😄😃😀",0,negatif
462,"Skrg aja blm jelas PAN dukung siapa.. elitenya dukung capres lain, umat Muhammadiyah pilih Anies.",0,negatif
463,"oposisi jangan samakan dengan partai koalisi pemerintah , itu pak anies sering jumpa dengan Ahy itu sudah kode2 
orang ginien masih didemokrat bikin nyusahin aja",0,negatif
464,Wah nyindir Joko nih,0,negatif
465,Semoga yang ditemui benar benar nggak ngibulin lagi,0,negatif
466,masih ingatkah???,0,negatif
467,"orang ini bikin kisruh aja , dahulukan nafsu daripada akal",0,negatif
468,Nggak mendukung pak Anies ngpp apa perlu teriak teriak wong sejak awal PAN jelas jelas bukan koalisi. Koplak,0,negatif
469,"Beda banget cara pandangnya orang yang pernah merasakan pernah pendidikan di kuat dengan yang hanya di dalam itupun masih menjadikan polemik, apakah benar-benar ianya pernah sekolah???",1,positif
470,"Kalian yg kalah di pilgub DKI justru yg sakit hati gk sembuh-2 ya.. 

https://t.co/7OlbwHCF1Z",0,negatif
471,ANIES TEMUKAN 4 PROBLEM SERIUS NELAYAN‼️BERTEKAD PERBAIKI‼️ https://t.co/61QjYz9k64 via @YouTube @aniesbaswedan @PKSejahtera @NasDem @DPWNasDemJabar @DPWNasDemJKT @AgusYudhoyono @SBYudhoyono @bos_sir @susipudjiastuti @AndiSinulingga @GeiszChalifah @tatakujiyati  @Mdy_Asmara1701,1,positif
472,"g usah banyak"" pak ntar tambah lemot",0,negatif
473,Hanya karna kekuasaan kah menghalalkan segala cara di mna hati kemanusiaan nya,1,positif
474,klw pan dukung anies nanti ketum nya di airlanggakan juga pasti 😭🤣🤣🤣😁,0,negatif
475,Krn makin senior makin pny nama di tongkrongan... Hehehe,0,negatif
476,"Bukan miskin lagi, tapi meninggalkan pak @aniesbaswedan. Sy uda pengalaman liat temen masuk rsud, pasti umurnya ga awet 😢",0,negatif
477,Ngomong opo.....,0,negatif
478,Bener banget...,0,negatif
479,"Timbul tenggelam bersama rakyat sambil gebrak2 Meja.....
Kapok dah milih prabowo 2X🤣🤣🤣
Saat nya ANIES BASWEDAN presiden",1,positif
480,Dulu katanya ga percaya survei,1,positif
481,Bukti menulis itu bisa tanpa berpikir dulu,1,positif
482,Bukti di lapangan para kader semua dukung Anies.....,0,negatif
483,"Setiap calon presiden spt @ganjarpranowo  @aniesbaswedan  apakah sudah punya visi misi terkait sektor keadilan yg carut marut ?
Cc  =  @mohmahfudmd  @joko",1,positif
484,"@aniesbaswedan  barengan sama mbah @realAmienRais 
Iagi diomongin oleh Buya Din",0,negatif
485,"Sadar sateh, ulah mabok wae!",0,negatif
486,pasti berantakan ya jakarta...ente jakartanya pulau G ya.,0,negatif
487,Adakah NELAYAN curhat ttg KELEBIHAN BAYAR yg bisa dikembalikan saat ketahuan?,0,negatif
488,Suara rakyat lebih banyak dari pada suara partai. Siapa yg panik sekarang?,0,negatif
489,"Innalillahi wa inna ilaihi rojiun
Semoga keluarga diberi ketabahan

Kenal jg sm beliau pak",1,positif
490,"Kenapa lo yg blinsatan dum? Kan katanya Anies rendah elektabilitasnya. Kenapa lo makin berisik 🤣🤣🤣  Bahlul sih jadi buzzer. Cetek otaknya, ketaker.",0,negatif
491,"Potret Istri Anies Baswedan saat di Pelabuhan Muncar Banyuwangi, Bagi-bagi Hingga Baca Buku Bersama Anak TK https://t.co/u3aELVEWyN",1,positif
492,"Mudah2an jadi presiden, BBM di subsidi lagi, stop hutang luar negeri, miskinkan koruptor, jalan2 desa di hotmik, harga2 turun, orang2 parpol tidak jadi menteri dan jabatan lainnya",1,positif
493,"Penghasut, berjubah agama..",0,negatif
494,Inna lillahi waa inna ilahi...semoga beliau dianugerahi Husnul khatimah. Aaamiiinnn,1,positif
495,Trus kemarin kenapa ga ngomong soal isu UU Kesehatan yang baru pak @aniesbaswedan? Ga dapat blessing dari penyokong dibelakang kah?,0,negatif
496,"Oh, ini ternyata yg bikin pak Anies nonton One Piece, jadinya heboh kan...",0,negatif
497,Sakit lo bro?,0,negatif
498,Belanja masalah 😒,0,negatif
499,Coba tanya nelayan jakarta...,1,positif
500,Siap siap Loh masuk Penjara Dum,0,negatif
501,🥲 one piece episodenya sebanyak itu dan beliau langsung gas ke episode terbaru,1,positif
502,"Sama halnya dgn rakyat Jakarta saat menolak reklamsi,tetapi tetap direklamasi toh.
Omdo",1,positif
503,"Bismillah

Kepada Yth,
Bung Surya Paloh,  Anies Baswedan serta Elit Partai Koalisi Perubahan Utk Persatuan.#

Segera Umumkan Cawapres.
Tgl 17 Agustus adlh Simbol Kemerdekaan &amp; Ideologis jika diumumkan, jangan di tunda, itu tanda kegamangan&amp; berpeluang masuk angin dari 5 penjuru.#",2,neutral
504,Lho baru bangun tidur ya? Emang selama ini partai ini di kubu siapa?,0,negatif
505,Emang masalah buat elu bro,0,negatif
506,Klo pak @aniesbaswedan klo ga salah ga banding,0,negatif
507,"Kurang lebih kalimatnya bisa dirubah begini, “biarlah negara tidak mengakui angka kredit prakom ini tapi yang penting ada di catatan Allah” 🥺

Baca artikel CNN Indonesia ""Kisah Murka Anies Baswedan dan Memo yang Bocor"" selengkapnya di sini: https://t.co/Hd3hVTsofu.",1,positif
508,"KPU, Bawaslu dan MK menyiapkan strategi untuk jegal Anies Baswedan dengan cara apapun menurut petunjuk petugas partai",0,negatif
509,"Kata budi arie....
Harus hati2, semuanya punya masalah Dan kalo kalah masuk penjara...
Bos nya pan Dan golkar punya masalah takut masuk penjara mereka",0,negatif
510,"Kasihan itu anak2 muda di ruangan itu, egk bijak dan pintar egk bisa bedain tukang ngibul dibalutin dengan ucapan manis isinya kosong",1,positif
511,Komenmu rendah mencerminkan dirimu. What A shame,0,negatif
512,"Safari mas @aniesbaswedan Alhamdulillah disambut meriah masyarakat Banyuwangi
siang kemarin beliau serap aspirasi masyarakat kampung nelayan Banyuwangi yang inginkan perubahan yg melindungi memberikan keadilan para nelayan Indonesia",1,positif
513,"Kalo yg dukukung cm partai nasdem, gimana caranya maju pilpres? Kan gak menuhin treshold, memang ya para kadrun ini cm kumpulan orang bodoh yg gak punya logika",0,negatif
514,"Iya sih,atau mungkin karena durasinya kurang lama saja, jadi blm begitu memuaskan.",0,negatif
515,Anies Baswedan didukung Ulama Banyuwangi https://t.co/5Tx9tBCJlA,1,positif
516,Gear 5 rambutnya putih lho pak,0,negatif
517,Mending nonton Demon slayer pak. Lebih bagus animasi nya,1,positif
518,Gubernurnya Khofifah malah mau d jadikan cawapres?,2,neutral
519,"Innalillahi Wa Innailaihi Roji'un..
Semoga diwafatkan dlm keadaan Husnul Khotimah..
Aamiin..",0,negatif
520,"Nontonnya sambil diphoto yak? Saya donk...gadak pasang kamera, soalnya nontonin Arisannya Surya sama Lapor Pak. Ngomong²...bapak di rumah pakek rompi parachute jugak pak? Saya mah pakek clana pendek sama kaos butut..adem🤣🤣🤣",1,positif
521,"Makanya, bukannya yang paling tau permasalahan nelayan itu bu susi pak?",0,negatif
522,Kek si poltak ye....lontang lantung kagak jelas....panianglah dikau kodok sampe klojotan,0,negatif
523,"Anies is the best, yg lain pelawak..",1,positif
524,"Saya Purbalingga Jateng, saya dukung pak @aniesbaswedan utk PERUBAHAN ""nasib rakyat kecil"". 😭😭",0,negatif
525,Teori wan bacot ngibul wkwkkwk,0,negatif
526,"ha2..https://t.co/tmg8F9C1cE, LRT Itu investasi dari KAI, emangnya KAI dibawah Abas, abas itu hanya ketumpangan tempat...",0,negatif
527,Different perspektif bro... @aniesbaswedan perspektif nya perubahan klo ente perspektifnya melanjutkan,0,negatif
528,Mn ngerti anak2 PSI soal BPJS.? 😂😂 ngerti gmn cara mnjdi buzzer sih iya..,0,negatif
529,"Lebih ke tataran filosofis khas pengambil kebijakan dan teknokratis yg bersifat teknis. Ya gak nyambung. Paling tidak Anies tidak menjawab dgn ""saya mengetes menteri saya""",1,positif
530,"Kalo kata survey diluaran sana pak Anies selalu dibawah , padahal aslinya engga 🤭🤭🤭, dilihat dari sini aja sudah jelas , calon pemimpin yg dicintai rakyatnya.",0,negatif
531,"Alhamdulillah, semoga Allah SWT mengijinkan pak ARB pimpin Indonesia",1,positif
532,"Tolak pecundang @sandiuno , bukan levelnya @aniesbaswedan",0,negatif
533,"Acara nonton wayang kulit hanya kepentingan politik sementara... karena setelah itu dilarang karena dianggap BIT'AH oleh kelompoknya, ingat lokomotif perubahannya adalah FPI dan HR... ini buktinya yg lagi diviralkan;",1,positif
534,Ini orang tiap hari makan bangke saudara nya ko terus terusan yah,0,negatif
535,Mataku soek lebih bermartabat dibandik otak dobol😄,0,negatif
536,Spanduk nya uki gede banget....Psi menang bpjs gratis....duuh kebohongan apalagi yg kau dustakan ?,1,positif
537,"Mungkin bisa dibuat sesi pidato politik dalam bahasa jawa Tanpa Text &amp; Headset untuk pak @jokowi &amp; semua Capres 2024.

@aniesbaswedan
@ganjarpranowo
@prabowo
@AgusYudhoyono
@karniilyas
@NajwaShihab
@MataNajwa
@Metro_TV
@tvOneNews
@PKSejahtera
@NasDem
@PDemokrat
@ReflyHZ",0,negatif
538,Ya Allah berikanlah Indonesia pemimpin yg engkau berkahi,1,positif
539,"Makanya Pa, punya Partai, pakailah partainya untuk usung Capres dan cawapres sendiri, agar tdak ribut dengan partai lain soal capres-bacapres. Kakau punya partai tdk bisa usung calon dari partai sendiri, artinya partanya, galal ciptakan calon pemimpin RI",0,negatif
540,"Muhammad berarti bukan nabi terakhir dong?
Cc @ListyoSigitP @YaqutCQoumas @aniesbaswedan",0,negatif
541,Wkwkwkk  atau smua subsidi di cabut pindah ke bpjs,1,positif
542,"Umur segini emang lagi Lucu Lucunya ya..🤣🤣

Inilah Solusi dari PJ Gabener DKI JAKARTA untuk atasi Polusi

kita wajib memilih Pemimpin yg memiliki SDM,
biar bisa kasih Solusi pas ada masalah

Bukan nyuruh kita ketawa..🤣🤣

@aniesbaswedan",1,positif
543,"Malah jawabannya engak nyambung blas,,,,cuma pendukung yg paham 🤣🤣🤣",0,negatif
544,"Kalau bahas di sosmed ngutip yg cuma beberap menit kurang elegan bro,  kesannya cuma cari2 kesalahan aja.......",0,negatif
545,Woi...uki sok asyik lo,0,negatif
546,11 rb triliun buat apa? 🤭,0,negatif
547,SURYA PALOH TAK PERCAYA SURVEY ANIES NO. 3‼️ OPTIMIS ANGKANYA LEBIH TING... https://t.co/FBSFXu2YV2 @YouTube @aniesbaswedan @NasDem @PKSejahtera @PDemokrat @JarnasABW @sobat_anies @aniesmania @LANGKAHANIES @AniesIndonesia @Garnies_ID @AndiSinulingga @Sirajuddin_AW @MirwanBzVauly,1,positif
548,"Ya ampun diceritain kedukaan bukannya empati malah bawa2 teroris.

Maaf mas @wahyu_djanti88 dibawa2 ke tweetnya si TOLOL eh TOGOG 🤭",0,negatif
549,"Dan teriak takbir pasti pada ngacir,kalo dia melawan berarti dia melawan agama dan keluarlah kata2 kotor 😀😀😀",0,negatif
550,"Anak dan bapak sy pernah sakit yg berhubungan dengan sendi dan tulang, butuh namanya brace yg tdk dicover BPJS... Itu contoh saja.",1,positif
551,"Hahahaha
Justru dia lebih paham drpd lu yang hanya ikut aturan yang gak full support terhadap kesehatan masyarakat, makanya ada penekanan pada kekurangan implementasi sistem jkn",0,negatif
552,Lu aja sampah ngurisin Anies mulu..coba spill calon yg lu dukung ngapain dari jaman Anies gubernur ampe udah selesai lu nyinyirin mulu..apa yg lu udah perbuat selain menggonggong ?,0,negatif
553,Sampah lu..sapa yg mau milih partai sampah?,1,positif
554,"Lhaa ada BPJS fasilitasnya aja bobrok, apalagi gratis, tingkatin fasilitas subsidi silang udah betul, tlol
@Uki23",1,positif
555,Cuman pak anies yg bersih,0,negatif
556,T3roris kaya elu goblok,0,negatif
557,Anies memang lucu dan kocak.,0,negatif
558,"Danny Pomanto Tinggalkan Nasdem yang Dukung Anies Baswedan, Pindah ke PDIP Pendukung Ganjar https://t.co/gUYqSrAK88",2,neutral
559,Semangaaaat,0,negatif
560,lu jg gx bs jawab? tambah bloon dah,0,negatif
561,"Lah yg gx jawab pertanyaan simple dulu siapa?
Yg ngejawab pertanyaan dgn pertanyaan siapa?
Kok ada keBODOHan mlah nyolot 🤌🤌",0,negatif
562,Kok gak malu ya .. 5 tahun pak anies yg mengerjakan ... kok diaku,0,negatif
563,Bagian dr kerusakan adl terlalu banyak bicara,1,positif
564,"@BosPurwa Maaf, saya dulu memilih Anies. Saya pikir org ini baik &amp; pintar. Tapi makin lama saya semakin yakin bahwa ternyata ucapan beliau saja yg pintar. maaf, saya tidak lagi mendukung anda Pak @aniesbaswedan",1,positif
565,"Yang penting jeplak yee, biar keliatan kerjanya",0,negatif
566,"@BosPurwa Maaf, saya dulu memilih Anies. Saya pikir org ini baik &amp; pintar. Tapi makin lama saya semakin yakin bahwa ternyata ucapan beliau saja yg pintar. maaf, saya tidak lagi mendukung anda Pak @aniesbaswedan",1,positif
567,Apalagi budaya arab,0,negatif
568,Cuma buat tiang doang ...,0,negatif
569,"@BosPurwa Maaf, saya dulu memilih Pak Anies. Saya pikir org ini baik &amp; pintar. Tapi makin lama saya semakin yakin bahwa ternyata ucapan beliau saja yg pintar. Bermuka dua. maaf, saya tidak lagi mendukung anda Pak @aniesbaswedan",1,positif
570,Situ yang yang tidak paham..Pdip aja ngidam ama pak Anies..artinya apa artinya beliu the Best..emang pilihan situ...sedih,0,negatif
571,"Jangan pernah merasa berbicara di atas mimbar anda memiliki pengetahuan 
netizen lebih kritis prihal begini,masa calon Ri 1 bahas BPJS banyak di revisi netizen",0,negatif
572,"Promotiv prefentif yg dijelasin ud bener, fokus ke perhatian kesehatan sejak dini (dalam kandungan). Tp ketika bahas “rs butuh alat abcd tp bpjs gk sediakan”, ini yg salah, alat tuh teknis, dan bukan kewajiban bpjs nyiapin. tp gak semua org mampu objektif terkait kesalahan ini 😄",0,negatif
573,"@BosPurwa Maaf, saya dulu memilih Anies. Saya pikir org ini baik &amp; pintar. Tapi makin lama saya semakin yakin bahwa ternyata ucapan beliau saja yg pintar. maaf, saya tidak lagi mendukung anda Pak @aniesbaswedan",1,positif
574,"Maksa amat ..mrk yg ngerjakan ,  semua bisa terintegrasi transportasi di jakarta ya pak anies yg ngerjakan ...  5 tahun pak anies yg menyelesaikan ..  gak usah maksa maksa  mengakui hasil kerja org lain ... jgn pengen ketawa gue",0,negatif
575,"Kalau nanti @aniesbaswedan kalah, makin GILA lah para Kadrunista United ini..

Ga lama kemudian para kecoa kecoa ini akan Demo di Monas sambil teriak Dizholimi, Kafir, Dajjal, Oligarki, Rezim, PKI, Penistaan

Udah ketahuan polanya

#KoalisiPerluBahan 
#KoalisiPerluBahan 

🤣🤣",0,negatif
576,Mdh lebih pandai Anies drpd dirimu,0,negatif
577,Bpjs gratis! Harga mati,0,negatif
578,Anis nangis. Kmrn abis ketemu SBY ditanya wartawan anis menjawab dgn mimik muka kliatan tidak nyaman. Galau dia,0,negatif
579,Atau sujud sukur dulu 🤣🤣🤣,0,negatif
580,Biasanya sih demo2 dulu .. wkkwkwkwk,0,negatif
581,Gerbong 212 sudah berpindah ke pak @aniesbaswedan ..catat!,0,negatif
582,"Kalau nanti @aniesbaswedan Kalah, makin GILA lah para Kadrunista United ini. 

Ga lama kemudian para kecoa kecoa itu akan Demo di Monas sambil teriak dizholimi, kafir, dajjal, oligarki, rezim, PKI, penistaan..

Udah ketahuan pola nya 😆😆",0,negatif
583,"Terimakasih udah menunjukkan prasangka anda terhadap satu detik kemungkinan salahnya pak anies.. dan sharing gagasan pak anies di menit yang lainnya.. 👍

mngkin deepdown emang mau nyebarin gagsan2 pk anies untuk bangsa ini, cuma gengsi atau gk boleh ama bosnya.. 😁",1,positif
584,"Ya betul Anies Baswedan atau Wan Abud yang sekarang diberi amanah imam Mahdi yang berjimat Rambut dari surga itu sangat sakti.
Terbukti tebang pohon tak ketahuan, Kelebihan Bayar tak terendus, bisa merubah nama jalan, merubah banjir menjadi taman parkir air.

Sakti Kan ?🤪",0,negatif
585,Gass lah yang keliatan leader nya anies doang kayak nya,0,negatif
586,"Dijawab dulu aja kalo bisa,drpd malah balik nanya sambil ngegas 😅, BPJS harus nyiapin alat kesehatan gak brarti?",0,negatif
587,"Semoga Allah SWT memberikan yang terbaik ""Anies Baswedan"" untuk Indonesia CAPRES 2024 🤲",1,positif
588,"Kita semua ingin kesetaraan dan keadilan termasuk rakyat Indonesia berkebutuhan khusus. Jika Presiden, @aniesbaswedan akan mewujudkannya. Insyaa Allah #2024AniesPresiden !  

#BeritaBaikAniesBaswedanUntukIndonesia #Pilpres2024AniesMenang #PradaNusantara #2024AniesPresiden",1,positif
589,Modar PDIP,0,negatif
590,"Nambah ya.....selain senyum, tetap usaha meluruskan/jelaskn atas fitnh2.
setelah menjelaskan/meluruskan tdk prlu brbalas twit, mrk mau terima Alhamdulillah tdk jg tdk apa2, santuy saja.",1,positif
591,"Sapa takut...?!
@aniesbaswedan Presiden RI 2024...",0,negatif
592,Sangat tepat 👍👍👍,0,negatif
593,"ready to be next President
yg gak sekedar kopi-kopi☕an",0,negatif
594,AYO MENANGKAN ANIES BASWEDAN PRESIDEN INDONESIA AAAAMIIIIN,1,positif
595,Hahahha...buat kereta kesayangan saya ngga akan pakai APBN....saya cuma pake duit rakyat...paham?,0,negatif
596,iyahh lu pinter 🤣🤣🤣 karya lu apa ki?,1,positif
597,"""ga malu"" orng lu repost vidio potongan gajelas gitu ga malu, minimal sbelum kritik ye nnton dulu fullnya",0,negatif
598,Kalau sekolah gratis sampai SD sampai SMA percaya nggak?,1,positif
599,kali ini saya setuju...pilih Anies Baswedan RI 1 2024,1,positif
600,Bapak tau obligasi ga?,0,negatif
601,"Apa bedanya sih sama yg pernah tanda tangan tp gatau isi nya apa yg ditandatangani..😂
Jd figur pemimpin sperti apa yg diharapkan toh semua calon punya kekurangannya masing2🤣🤣🤣",0,negatif
